"datetime","pressure"
"2019-04-12T15:57:45+02:00","419.9"
"2019-04-12T15:57:46+02:00","428.9"
"2019-04-12T15:57:46+02:00","455.2"
"2019-04-12T15:57:47+02:00","465.3"
"2019-04-12T15:57:47+02:00","458.8"
"2019-04-12T15:57:48+02:00","443.9"
"2019-04-12T15:57:48+02:00","435.8"
"2019-04-12T15:57:49+02:00","433.2"
"2019-04-12T15:57:49+02:00","432.5"
"2019-04-12T15:57:50+02:00","430.4"
"2019-04-12T15:57:50+02:00","430.3"
"2019-04-12T15:57:51+02:00","431.6"
"2019-04-12T15:57:51+02:00","431.4"
"2019-04-12T15:57:52+02:00","430.2"
"2019-04-12T15:57:52+02:00","432.2"
"2019-04-12T15:57:53+02:00","432.5"
"2019-04-12T15:57:53+02:00","431.9"
"2019-04-12T15:57:54+02:00","431.0"
"2019-04-12T15:57:54+02:00","432.8"
"2019-04-12T15:57:55+02:00","434.5"
"2019-04-12T15:57:55+02:00","434.3"
"2019-04-12T15:57:56+02:00","435.0"
"2019-04-12T15:57:56+02:00","436.0"
"2019-04-12T15:57:57+02:00","436.9"
"2019-04-12T15:57:57+02:00","435.0"
"2019-04-12T15:57:58+02:00","434.1"
"2019-04-12T15:57:58+02:00","431.4"
"2019-04-12T15:57:59+02:00","430.8"
"2019-04-12T15:57:59+02:00","427.1"
"2019-04-12T15:58:00+02:00","425.3"
"2019-04-12T15:58:00+02:00","425.5"
"2019-04-12T15:58:01+02:00","425.2"
"2019-04-12T15:58:01+02:00","424.1"
"2019-04-12T15:58:02+02:00","425.7"
"2019-04-12T15:58:02+02:00","427.7"
"2019-04-12T15:58:03+02:00","428.0"
"2019-04-12T15:58:03+02:00","430.1"
"2019-04-12T15:58:04+02:00","431.8"
"2019-04-12T15:58:04+02:00","434.1"
"2019-04-12T15:58:05+02:00","436.7"
"2019-04-12T15:58:05+02:00","441.2"
"2019-04-12T15:58:06+02:00","444.2"
"2019-04-12T15:58:06+02:00","443.8"
"2019-04-12T15:58:07+02:00","438.7"
"2019-04-12T15:58:07+02:00","437.4"
"2019-04-12T15:58:08+02:00","436.2"
"2019-04-12T15:58:08+02:00","433.9"
"2019-04-12T15:58:09+02:00","429.1"
"2019-04-12T15:58:09+02:00","425.1"
"2019-04-12T15:58:10+02:00","422.8"
"2019-04-12T15:58:10+02:00","422.7"
"2019-04-12T15:58:11+02:00","422.2"
"2019-04-12T15:58:11+02:00","420.3"
"2019-04-12T15:58:12+02:00","418.5"
"2019-04-12T15:58:12+02:00","417.9"
"2019-04-12T15:58:13+02:00","419.0"
"2019-04-12T15:58:13+02:00","418.0"
"2019-04-12T15:58:14+02:00","416.9"
"2019-04-12T15:58:14+02:00","415.4"
"2019-04-12T15:58:15+02:00","415.5"
"2019-04-12T15:58:15+02:00","416.4"
"2019-04-12T15:58:16+02:00","415.4"
"2019-04-12T15:58:16+02:00","415.2"
"2019-04-12T15:58:17+02:00","415.5"
"2019-04-12T15:58:17+02:00","415.4"
"2019-04-12T15:58:18+02:00","413.8"
"2019-04-12T15:58:18+02:00","413.4"
"2019-04-12T15:58:19+02:00","413.3"
"2019-04-12T15:58:19+02:00","415.1"
"2019-04-12T15:58:20+02:00","412.5"
"2019-04-12T15:58:20+02:00","410.6"
"2019-04-12T15:58:21+02:00","410.8"
"2019-04-12T15:58:21+02:00","411.1"
"2019-04-12T15:58:22+02:00","410.6"
"2019-04-12T15:58:22+02:00","408.3"
"2019-04-12T15:58:23+02:00","408.1"
"2019-04-12T15:58:23+02:00","406.5"
"2019-04-12T15:58:24+02:00","408.0"
"2019-04-12T15:58:24+02:00","406.5"
"2019-04-12T15:58:25+02:00","405.6"
"2019-04-12T15:58:25+02:00","405.7"
